Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
113,Joe Hassett\hassejo01,SG,26,GSW,68,2,11.6,2.1,5.6,0.377,1.0,3.1,0.332,1.1,2.5,0.435,0.47,0.5,0.5,0.838,0.2,0.6,0.8,1.5,0.4,0.0,0.5,1.4,5.7,787,13.4,0.49,0.56,0.09699999999999999,1.8,5.6,3.7,17.9,1.8,0.2,8.3,22.2,1.1,0.5,1.6,0.098,2.2,-3.5,-1.3,0.1
114,Steve Hawes\hawesst01,PF,31,ATL,49,42,26.9,3.6,7.6,0.48100000000000004,0.1,0.2,0.4,3.6,7.3,0.483,0.486,2.0,2.6,0.762,1.8,4.7,6.5,2.9,0.7,0.7,1.8,3.2,9.3,1317,14.5,0.536,0.027000000000000003,0.341,7.6,19.9,13.8,16.0,1.4,1.6,17.0,16.9,1.2,2.1,3.2,0.11800000000000001,-0.2,2.5,2.3,1.4
115,Elvin Hayes*\hayesel01,PF,36,HOU,82,82,37.0,6.3,13.4,0.47200000000000003,0.0,0.1,0.0,6.3,13.4,0.474,0.47200000000000003,3.4,5.1,0.664,3.3,5.9,9.1,1.8,0.8,1.3,2.5,3.5,16.1,3032,14.4,0.513,0.005,0.384,9.4,18.1,13.6,6.6,1.0,1.9,13.9,20.2,2.3,2.9,5.1,0.081,-0.6,0.4,-0.2,1.4
116,Steve Hayes\hayesst01,C,26,TOT,35,0,13.9,1.5,3.2,0.486,0.0,0.0,,1.5,3.2,0.486,0.486,0.9,1.5,0.604,1.1,2.2,3.3,0.8,0.1,0.6,0.5,2.0,4.0,487,10.7,0.521,0.0,0.47700000000000004,8.5,18.0,13.1,7.3,0.4,2.3,12.4,12.3,0.5,0.5,0.9,0.092,-2.1,0.2,-1.9,0.0
116,Steve Hayes\hayesst01,C,26,SAS,9,0,8.3,0.9,2.0,0.444,0.0,0.0,,0.9,2.0,0.444,0.444,0.8,1.3,0.583,0.8,1.1,1.9,0.4,0.1,0.2,0.2,1.9,2.6,75,9.7,0.494,0.0,0.667,10.0,14.3,12.1,6.4,0.6,1.5,7.9,13.4,0.1,0.1,0.2,0.099,-1.5,-0.8,-2.3,0.0
116,Steve Hayes\hayesst01,C,26,DET,26,0,15.8,1.8,3.6,0.495,0.0,0.0,,1.8,3.6,0.495,0.495,1.0,1.6,0.61,1.2,2.6,3.8,0.9,0.1,0.7,0.7,2.1,4.5,412,10.9,0.527,0.0,0.441,8.3,18.7,13.3,7.4,0.3,2.4,13.3,12.1,0.4,0.4,0.8,0.091,-2.2,0.4,-1.8,0.0
117,Spencer Haywood*\haywosp01,PF,32,WSB,76,63,27.4,5.2,10.9,0.47600000000000003,0.0,0.0,0.0,5.2,10.9,0.478,0.47600000000000003,2.9,3.4,0.8420000000000001,1.9,3.7,5.6,0.8,0.6,0.9,2.3,3.3,13.3,2086,13.2,0.535,0.004,0.314,7.7,14.3,11.1,4.6,1.0,1.8,15.6,22.4,0.4,3.2,3.6,0.083,-2.2,0.3,-1.9,0.1
118,Gerald Henderson\hendege01,PG,26,BOS,82,31,22.5,4.3,8.6,0.501,0.0,0.1,0.16699999999999998,4.3,8.5,0.506,0.502,1.5,2.1,0.727,0.6,1.3,1.9,3.1,1.0,0.1,1.8,2.4,10.2,1844,13.2,0.534,0.017,0.244,2.9,6.1,4.5,18.6,2.1,0.3,16.1,20.2,1.4,2.2,3.6,0.094,-0.4,-0.5,-0.9,0.5
119,Tom Henderson\hendeto01,SG,30,HOU,75,23,22.9,2.4,5.4,0.45399999999999996,0.0,0.0,0.0,2.4,5.3,0.456,0.45399999999999996,1.4,2.0,0.7,0.4,1.4,1.8,4.1,0.7,0.1,1.4,1.6,6.3,1721,11.0,0.502,0.005,0.37200000000000005,2.0,7.0,4.4,22.8,1.6,0.2,18.3,13.7,1.2,0.9,2.1,0.059000000000000004,-1.8,-1.1,-2.9,-0.4
120,Keith Herron\herroke01,SG,25,CLE,30,0,9.0,1.3,3.5,0.368,0.0,0.0,0.0,1.3,3.5,0.371,0.368,0.2,0.3,0.875,0.3,0.4,0.7,0.8,0.3,0.1,0.4,0.8,2.8,269,6.8,0.38799999999999996,0.009000000000000001,0.075,4.0,4.9,4.4,12.0,1.4,0.4,9.9,18.6,-0.3,0.0,-0.3,-0.052000000000000005,-4.6,-2.7,-7.3,-0.4
121,Kenny Higgs\higgske01,PG,27,DEN,76,49,22.3,2.7,6.2,0.43200000000000005,0.1,0.3,0.19,2.6,5.9,0.44299999999999995,0.436,2.1,2.6,0.8170000000000001,0.3,1.6,1.9,5.2,0.9,0.1,2.1,3.5,7.5,1696,10.8,0.513,0.045,0.42100000000000004,1.5,7.4,4.5,26.3,1.9,0.2,22.0,15.9,0.9,0.1,1.0,0.027999999999999997,-1.3,-2.7,-4.0,-0.8
122,Armond Hill\hillar01,PG,28,TOT,40,18,18.1,1.3,3.2,0.42100000000000004,0.0,0.1,0.0,1.3,3.1,0.42700000000000005,0.42100000000000004,1.0,1.4,0.7090000000000001,0.3,1.0,1.3,2.7,0.5,0.1,1.7,2.2,3.6,723,5.5,0.483,0.016,0.43700000000000006,1.9,6.3,4.1,17.8,1.4,0.4,30.5,12.2,-0.6,0.2,-0.4,-0.024,-4.6,-1.3,-5.9,-0.7
122,Armond Hill\hillar01,PG,28,SEA,21,4,11.6,0.9,1.8,0.514,0.0,0.0,,0.9,1.8,0.514,0.514,0.8,1.1,0.7390000000000001,0.3,0.9,1.2,1.2,0.2,0.1,0.7,1.8,2.6,243,7.4,0.584,0.0,0.622,2.8,8.2,5.6,12.8,1.0,0.5,22.9,10.4,0.1,0.3,0.4,0.083,-3.3,0.2,-3.2,-0.1
122,Armond Hill\hillar01,PG,28,SDC,19,14,25.3,1.8,4.7,0.382,0.0,0.1,0.0,1.8,4.6,0.391,0.382,1.2,1.7,0.688,0.3,1.1,1.4,4.3,0.8,0.2,2.7,2.7,4.7,480,4.6,0.43700000000000006,0.022000000000000002,0.36,1.4,5.4,3.3,20.4,1.6,0.4,33.5,13.2,-0.7,0.0,-0.8,-0.078,-5.3,-2.0,-7.3,-0.6
123,Brad Holland\hollabr01,SG,25,TOT,14,3,13.9,1.9,5.6,0.34600000000000003,0.0,0.2,0.0,1.9,5.4,0.36,0.34600000000000003,0.2,0.4,0.5,0.4,0.5,0.9,1.3,0.8,0.1,0.6,0.9,4.1,194,6.8,0.353,0.038,0.077,3.4,3.9,3.7,12.7,2.7,0.3,9.0,19.1,-0.4,0.3,-0.1,-0.025,-5.1,-0.1,-5.3,-0.2
123,Brad Holland\hollabr01,SG,25,WSB,13,3,14.2,2.1,5.6,0.37,0.0,0.2,0.0,2.1,5.4,0.386,0.37,0.2,0.3,0.75,0.5,0.5,1.0,1.2,0.8,0.1,0.5,0.9,4.4,185,8.2,0.381,0.040999999999999995,0.055,3.6,4.1,3.8,12.2,2.9,0.3,8.6,18.5,-0.2,0.3,0.0,0.005,-4.1,0.3,-3.8,-0.1
123,Brad Holland\hollabr01,SG,25,MIL,1,0,9.0,0.0,5.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,9,-21.5,0.0,0.0,0.4,0.0,0.0,0.0,24.8,0.0,0.0,14.5,31.4,-0.1,0.0,-0.1,-0.649,-24.7,-9.7,-34.4,-0.1
124,Lionel Hollins\hollili01,PG,28,PHI,81,81,27.9,4.7,9.8,0.47700000000000004,0.0,0.2,0.125,4.7,9.6,0.484,0.478,1.6,2.3,0.7020000000000001,0.4,1.9,2.3,3.9,1.3,0.2,1.8,2.4,11.0,2257,12.5,0.508,0.02,0.23600000000000002,1.8,7.3,4.7,18.9,2.2,0.5,14.2,18.9,0.9,2.5,3.4,0.07200000000000001,-1.1,-0.3,-1.4,0.3
125,Cedrick Hordges\hordgce01,PF,25,DEN,77,1,17.8,2.6,5.4,0.493,0.0,0.2,0.231,2.6,5.2,0.501,0.496,1.5,2.6,0.583,1.5,3.6,5.1,0.8,0.3,0.2,1.4,3.0,6.8,1372,10.4,0.525,0.031,0.48100000000000004,9.5,21.0,15.4,5.5,0.8,0.7,18.1,17.0,0.3,0.5,0.7,0.026000000000000002,-2.1,-2.2,-4.4,-0.8
126,Phil Hubbard\hubbaph01,SF,25,TOT,83,40,22.2,3.9,8.0,0.49,0.0,0.0,0.0,3.9,8.0,0.493,0.49,2.3,3.4,0.682,2.3,3.4,5.7,1.1,0.8,0.2,1.9,3.5,10.2,1839,13.4,0.535,0.006,0.42100000000000004,10.8,18.0,14.3,7.0,1.7,0.6,17.0,20.6,0.9,1.7,2.6,0.069,-1.2,-0.8,-2.0,0.0
126,Phil Hubbard\hubbaph01,SF,25,DET,52,38,21.2,4.0,7.9,0.505,0.0,0.1,0.0,4.0,7.8,0.509,0.505,2.0,3.1,0.65,1.9,3.3,5.2,1.3,0.7,0.3,1.9,3.4,10.0,1104,13.5,0.54,0.006999999999999999,0.39799999999999996,9.7,17.5,13.5,8.5,1.6,0.8,17.0,20.5,0.6,1.2,1.8,0.08,-1.0,-0.4,-1.4,0.2
126,Phil Hubbard\hubbaph01,SF,25,CLE,31,2,23.7,3.8,8.2,0.467,0.0,0.0,0.0,3.8,8.2,0.469,0.467,2.7,3.8,0.726,2.8,3.7,6.5,0.8,0.9,0.1,2.0,3.7,10.4,735,13.3,0.527,0.004,0.45899999999999996,12.5,18.8,15.4,4.7,1.8,0.2,16.8,20.7,0.3,0.5,0.8,0.052000000000000005,-1.4,-1.5,-2.9,-0.2
127,Geoff Huston\hustoge01,PG,24,CLE,78,43,30.9,4.2,8.6,0.484,0.0,0.1,0.3,4.1,8.5,0.486,0.486,2.0,2.6,0.765,0.7,1.2,1.9,7.6,0.9,0.1,2.2,2.2,10.3,2409,14.0,0.53,0.015,0.298,2.3,4.8,3.5,33.8,1.4,0.3,18.4,15.9,2.9,0.1,3.0,0.06,-0.1,-3.1,-3.1,-0.7
128,Dan Issel*\isselda01,C,33,DEN,81,81,30.5,8.0,15.3,0.527,0.0,0.1,0.667,8.0,15.2,0.526,0.528,6.7,8.1,0.8340000000000001,2.1,5.4,7.5,2.2,0.8,0.7,2.1,3.0,22.9,2472,23.1,0.608,0.005,0.53,7.7,18.3,13.2,9.8,1.2,1.1,10.0,26.0,9.0,0.8,9.8,0.19,3.7,-2.4,1.3,2.1
129,Tracy Jackson\jackstr01,SG,22,TOT,49,0,9.8,1.6,3.5,0.45899999999999996,0.0,0.0,,1.6,3.5,0.45899999999999996,0.45899999999999996,0.8,1.0,0.7759999999999999,0.7,0.6,1.3,0.6,0.3,0.1,0.5,1.0,4.0,478,11.8,0.506,0.0,0.285,8.6,6.4,7.4,8.1,1.4,0.3,11.0,18.9,0.4,0.3,0.7,0.07200000000000001,-1.2,-2.3,-3.5,-0.2
129,Tracy Jackson\jackstr01,SG,22,BOS,11,0,6.0,0.9,2.4,0.385,0.0,0.0,,0.9,2.4,0.385,0.385,0.5,0.9,0.6,0.6,0.5,1.1,0.5,0.3,0.0,0.5,0.5,2.4,66,9.8,0.428,0.0,0.385,12.0,8.1,10.0,9.8,2.2,0.0,16.5,22.1,-0.1,0.1,0.0,0.012,-3.2,-0.9,-4.1,0.0
129,Tracy Jackson\jackstr01,SG,22,CHI,38,0,10.8,1.8,3.8,0.473,0.0,0.0,,1.8,3.8,0.473,0.473,0.8,1.0,0.821,0.7,0.6,1.3,0.6,0.3,0.1,0.5,1.1,4.5,412,12.2,0.521,0.0,0.267,8.1,6.1,7.0,7.9,1.3,0.4,9.9,18.4,0.5,0.2,0.7,0.081,-0.9,-2.5,-3.4,-0.1
130,Clay Johnson\johnscl02,SG,25,LAL,7,0,9.3,1.6,2.9,0.55,0.0,0.0,,1.6,2.9,0.55,0.55,0.4,0.9,0.5,1.1,0.6,1.7,1.0,0.4,0.4,1.0,1.9,3.6,65,12.8,0.552,0.0,0.3,13.9,6.5,10.1,13.2,2.1,2.5,23.6,18.1,0.0,0.1,0.1,0.07200000000000001,-0.5,0.6,0.1,0.0
131,Clemon Johnson\johnscl01,C,25,IND,79,42,25.1,3.9,8.1,0.48700000000000004,0.0,0.0,,3.9,8.1,0.48700000000000004,0.48700000000000004,1.6,2.4,0.6509999999999999,2.3,4.9,7.2,1.6,0.8,1.4,1.7,3.1,9.5,1979,15.0,0.516,0.0,0.295,9.9,21.7,15.6,9.4,1.5,3.3,16.0,18.2,0.7,3.4,4.0,0.098,-1.7,2.6,0.8,1.4
132,Dennis Johnson*\johnsde01,SG,27,PHO,80,77,36.7,7.2,15.4,0.47,0.1,0.5,0.19,7.1,14.8,0.48,0.473,5.0,6.2,0.8059999999999999,1.8,3.4,5.1,4.6,1.3,0.7,2.9,3.2,19.5,2937,16.7,0.54,0.034,0.40299999999999997,5.5,9.8,7.7,18.3,1.7,1.1,13.9,23.6,4.1,4.0,8.1,0.132,1.2,0.5,1.7,2.7
133,Eddie Johnson\johnsed02,SG,26,ATL,68,57,34.0,6.7,14.9,0.45,0.1,0.4,0.233,6.6,14.4,0.457,0.45399999999999996,4.3,5.7,0.764,0.9,1.9,2.8,5.3,1.5,0.2,2.7,2.8,17.8,2314,16.5,0.513,0.03,0.381,3.1,6.3,4.7,25.3,2.2,0.4,13.6,25.6,2.2,2.6,4.8,0.1,1.4,-0.5,0.9,1.7
134,Eddie Johnson\johnsed03,SF,22,KCK,74,27,20.5,4.0,8.7,0.45899999999999996,0.0,0.1,0.091,4.0,8.5,0.465,0.46,1.3,2.0,0.664,1.7,2.6,4.4,1.5,0.7,0.2,1.3,2.8,9.3,1517,13.1,0.48700000000000004,0.017,0.23199999999999998,9.2,14.8,11.9,10.1,1.6,0.5,12.0,21.7,0.3,1.4,1.8,0.055999999999999994,-1.1,-0.5,-1.6,0.1
135,Frank Johnson\johnsfr01,PG,23,WSB,79,29,25.7,4.3,10.3,0.414,0.2,1.0,0.215,4.0,9.3,0.435,0.424,1.9,2.6,0.75,0.4,1.4,1.9,4.8,1.0,0.1,2.0,2.5,10.7,2027,12.0,0.467,0.09699999999999999,0.251,1.9,6.0,4.0,27.1,1.8,0.2,15.1,21.9,-0.5,2.5,2.1,0.049,-1.5,-0.8,-2.3,-0.1
136,George Johnson\johnsge02,C,33,SAS,75,62,21.0,1.2,2.6,0.467,0.0,0.0,,1.2,2.6,0.467,0.467,0.6,0.9,0.672,2.0,4.0,6.1,1.1,0.3,3.1,1.2,3.5,3.0,1578,10.6,0.504,0.0,0.32799999999999996,10.3,20.5,15.4,5.7,0.6,8.2,29.2,7.9,-0.1,2.6,2.5,0.076,-3.2,5.7,2.6,1.8
137,George Johnson\johnsge03,PF,25,IND,59,4,12.2,2.0,4.9,0.41200000000000003,0.0,0.0,0.0,2.0,4.9,0.415,0.41200000000000003,1.0,1.4,0.75,1.2,2.5,3.7,0.7,0.6,0.4,1.2,2.5,5.1,720,12.3,0.46,0.006999999999999999,0.275,10.6,22.3,16.3,8.2,2.4,2.0,17.3,22.8,-0.8,1.4,0.6,0.04,-4.2,1.0,-3.2,-0.2
138,John Johnson\johnsjo01,SF,34,SEA,14,1,13.4,1.6,3.2,0.489,0.0,0.0,,1.6,3.2,0.489,0.489,1.1,1.4,0.75,0.2,1.1,1.3,2.1,0.3,0.2,1.2,1.4,4.2,187,9.8,0.5479999999999999,0.0,0.444,1.8,8.4,5.2,20.2,1.0,0.9,24.0,15.7,0.0,0.2,0.2,0.062,-3.8,-0.7,-4.5,-0.1
139,Magic Johnson*\johnsma02,SG,22,LAL,78,77,38.3,7.1,13.3,0.537,0.1,0.4,0.207,7.1,12.9,0.546,0.54,4.2,5.6,0.76,3.2,6.4,9.6,9.5,2.7,0.4,3.7,2.9,18.6,2991,22.9,0.59,0.027999999999999997,0.418,9.5,17.5,13.7,31.0,3.2,0.6,18.9,20.1,8.1,4.8,12.9,0.207,5.1,3.2,8.3,7.8
140,Marques Johnson\johnsma01,SF,25,MIL,60,52,31.7,6.7,12.7,0.532,0.0,0.1,0.0,6.7,12.6,0.534,0.532,3.0,4.3,0.7,2.6,3.5,6.1,3.6,1.0,0.6,2.4,2.4,16.5,1900,18.0,0.5660000000000001,0.005,0.342,9.6,12.3,11.0,16.4,1.5,1.1,14.2,22.1,3.5,2.7,6.2,0.158,2.2,0.7,2.9,2.4
141,Mickey Johnson\johnsmi01,PF,29,MIL,76,71,25.4,4.9,10.0,0.491,0.0,0.1,0.14300000000000002,4.9,9.9,0.495,0.49200000000000005,3.1,3.8,0.8009999999999999,1.8,4.2,6.0,2.8,0.9,0.6,2.5,3.2,12.9,1934,16.4,0.5529999999999999,0.009000000000000001,0.384,8.2,18.3,13.5,15.8,1.8,1.3,17.8,22.9,2.1,3.4,5.5,0.136,-0.1,1.4,1.3,1.6
142,Ollie Johnson\johnsol01,SF,32,PHI,26,0,5.8,1.0,2.1,0.5,0.0,0.1,0.33299999999999996,1.0,2.0,0.51,0.509,0.2,0.3,0.857,0.3,0.6,0.8,0.4,0.5,0.1,0.5,1.1,2.3,150,12.4,0.534,0.055999999999999994,0.13,5.5,10.8,8.3,9.1,4.1,1.2,18.6,19.5,0.0,0.3,0.2,0.076,-2.1,1.4,-0.8,0.0
143,Reggie Johnson\johnsre01,PF,24,TOT,75,48,25.4,4.7,8.8,0.53,0.0,0.0,0.0,4.7,8.8,0.531,0.53,1.6,2.1,0.7559999999999999,1.9,4.1,6.0,1.0,0.4,0.8,1.3,3.4,10.9,1904,14.2,0.561,0.002,0.23600000000000002,7.9,18.6,13.1,5.4,0.8,1.8,12.0,17.7,2.3,1.6,3.9,0.099,-0.9,-0.4,-1.3,0.3
143,Reggie Johnson\johnsre01,PF,24,SAS,21,17,24.0,4.5,9.2,0.485,0.0,0.0,,4.5,9.2,0.485,0.485,1.5,1.9,0.8,2.0,4.5,6.5,1.0,0.3,0.8,1.2,3.2,10.5,504,13.7,0.52,0.0,0.20600000000000002,9.1,20.0,14.6,5.3,0.7,1.7,10.9,18.8,0.5,0.5,1.0,0.095,-1.3,-0.7,-2.1,0.0
143,Reggie Johnson\johnsre01,PF,24,CLE,23,22,26.8,4.1,7.6,0.537,0.0,0.0,,4.1,7.6,0.537,0.537,1.5,1.9,0.795,1.9,3.6,5.4,1.0,0.3,0.7,1.0,3.2,9.7,617,12.7,0.574,0.0,0.251,7.4,16.0,11.4,5.0,0.5,1.6,11.0,14.6,0.9,0.2,1.1,0.085,-0.8,-0.8,-1.6,0.1
143,Reggie Johnson\johnsre01,PF,24,KCK,31,9,25.3,5.3,9.5,0.556,0.0,0.0,0.0,5.3,9.4,0.5579999999999999,0.556,1.6,2.3,0.708,1.7,4.4,6.1,1.0,0.6,0.9,1.6,3.8,12.2,783,15.7,0.581,0.003,0.24600000000000002,7.5,19.9,13.5,5.7,1.2,2.0,13.3,19.5,0.9,0.9,1.8,0.113,-0.6,0.1,-0.5,0.3
144,Steve Johnson\johnsst03,C,24,KCK,78,50,22.3,5.1,8.3,0.613,0.0,0.0,,5.1,8.3,0.613,0.613,2.7,4.2,0.642,1.9,3.9,5.9,1.2,0.5,1.1,2.5,4.8,12.8,1741,17.6,0.635,0.0,0.512,9.5,20.3,14.8,7.7,1.1,3.0,20.0,23.1,2.2,2.2,4.4,0.121,0.4,0.5,0.9,1.3
145,Vinnie Johnson\johnsvi01,SG,25,TOT,74,15,17.5,2.9,6.0,0.489,0.0,0.2,0.25,2.9,5.8,0.495,0.49200000000000005,1.4,1.9,0.754,1.1,1.0,2.1,2.3,0.8,0.3,1.3,1.4,7.4,1295,14.5,0.537,0.027000000000000003,0.32,6.8,6.7,6.7,18.1,2.0,1.1,15.9,18.2,1.5,1.2,2.7,0.098,0.2,-0.4,-0.2,0.6
145,Vinnie Johnson\johnsvi01,SG,25,SEA,7,0,14.9,1.3,3.1,0.409,0.0,0.1,0.0,1.3,3.0,0.429,0.409,1.3,1.7,0.75,1.0,1.1,2.1,1.6,0.9,0.3,0.7,1.1,3.9,104,12.0,0.495,0.045,0.545,7.6,8.1,7.8,13.3,2.8,1.1,15.5,12.9,0.1,0.2,0.2,0.114,-1.6,2.0,0.4,0.1
145,Vinnie Johnson\johnsvi01,SG,25,DET,67,15,17.8,3.1,6.3,0.493,0.0,0.2,0.273,3.1,6.1,0.499,0.496,1.5,1.9,0.754,1.1,1.0,2.1,2.4,0.7,0.3,1.4,1.4,7.7,1191,14.7,0.539,0.026000000000000002,0.308,6.7,6.6,6.6,18.6,1.9,1.1,16.0,18.7,1.4,1.0,2.4,0.09699999999999999,0.3,-0.6,-0.2,0.5
146,Bobby Jones\jonesbo01,PF,30,PHI,76,73,28.7,5.5,9.7,0.564,0.0,0.0,0.0,5.5,9.7,0.5670000000000001,0.564,3.5,4.4,0.79,1.4,3.7,5.2,2.5,1.3,1.5,1.9,2.8,14.4,2181,19.3,0.62,0.004,0.452,5.9,14.1,10.1,12.0,2.2,3.0,14.1,19.6,4.8,3.4,8.2,0.18100000000000002,2.0,2.2,4.2,3.4
147,Caldwell Jones\jonesca01,C,31,PHI,81,47,30.2,2.9,5.7,0.49700000000000005,0.0,0.0,0.0,2.9,5.7,0.5,0.49700000000000005,2.2,2.7,0.8170000000000001,2.0,6.7,8.7,1.2,0.5,1.8,1.9,3.7,7.9,2446,11.3,0.5710000000000001,0.006,0.47100000000000003,7.9,24.0,16.3,5.0,0.7,3.4,21.6,12.2,1.1,4.1,5.2,0.102,-2.3,2.5,0.2,1.3
148,Dwight Jones\jonesdw01,PF,29,CHI,78,18,26.2,3.9,7.3,0.53,0.0,0.0,1.0,3.9,7.3,0.529,0.531,2.2,3.1,0.723,2.0,4.5,6.5,1.5,0.6,0.5,2.0,2.8,10.0,2040,13.4,0.5760000000000001,0.002,0.41600000000000004,9.1,18.7,14.1,8.0,1.2,1.0,18.6,17.1,1.8,1.9,3.6,0.086,-0.8,0.1,-0.7,0.7
149,Edgar Jones\jonesed01,PF,25,DET,48,19,16.7,3.0,5.4,0.5479999999999999,0.0,0.0,0.5,2.9,5.4,0.5489999999999999,0.55,1.9,2.7,0.698,1.5,2.9,4.3,0.8,0.6,1.9,1.4,3.1,7.8,802,17.5,0.594,0.008,0.498,9.3,19.3,14.1,6.9,1.6,6.3,17.3,18.6,1.1,1.3,2.4,0.14300000000000002,-0.9,2.7,1.8,0.8
150,Major Jones\jonesma01,PF,28,HOU,60,6,12.4,1.9,3.6,0.531,0.0,0.1,0.0,1.9,3.5,0.5379999999999999,0.531,0.7,1.3,0.545,1.3,2.0,3.4,0.4,0.3,0.5,0.8,1.7,4.5,746,13.4,0.5429999999999999,0.013999999999999999,0.36200000000000004,11.4,18.7,15.0,4.6,1.3,2.2,16.8,16.3,0.5,0.8,1.3,0.084,-1.8,-0.1,-1.9,0.0
151,Eddie Jordan\jordaed01,PG,27,LAL,58,0,10.5,1.5,3.6,0.428,0.0,0.2,0.111,1.5,3.4,0.442,0.43,0.7,0.9,0.7959999999999999,0.1,0.7,0.7,2.3,1.1,0.0,1.1,1.7,3.8,608,12.2,0.479,0.043,0.26,0.7,6.7,3.9,25.6,4.7,0.1,22.2,19.4,-0.2,0.9,0.7,0.055,-3.1,-0.1,-3.2,-0.2
152,Jeff Judkins\judkije01,SF,25,DET,30,0,8.4,1.0,2.7,0.38299999999999995,0.0,0.3,0.1,1.0,2.4,0.423,0.389,0.5,0.9,0.615,0.5,0.7,1.1,0.5,0.2,0.2,0.3,1.1,2.6,251,7.7,0.42700000000000005,0.12300000000000001,0.321,5.9,9.0,7.4,7.2,1.1,1.1,8.9,15.8,0.0,0.2,0.2,0.031,-3.3,-1.5,-4.8,-0.2
153,Clarence Kea\keacl01,PF,22,DAL,35,0,7.1,0.7,1.4,0.531,0.0,0.0,,0.7,1.4,0.531,0.531,0.8,1.2,0.69,0.7,1.0,1.7,0.4,0.1,0.1,0.5,1.6,2.3,248,11.0,0.6,0.0,0.857,11.6,16.7,14.0,7.5,0.8,0.7,19.2,13.9,0.4,0.1,0.5,0.09699999999999999,-1.3,-1.1,-2.4,0.0
154,Rich Kelley\kelleri01,C,28,PHO,81,39,23.4,2.9,6.2,0.467,0.0,0.0,0.0,2.9,6.2,0.46799999999999997,0.467,2.1,2.8,0.7490000000000001,2.1,4.1,6.1,3.6,0.8,0.9,3.0,3.6,7.9,1892,12.5,0.53,0.002,0.442,10.1,18.8,14.5,20.4,1.6,2.1,28.8,18.5,-0.9,3.4,2.5,0.064,-2.2,2.8,0.5,1.2
155,Greg Kelser\kelsegr01,SF,24,TOT,60,10,12.4,1.9,4.5,0.428,0.0,0.1,0.0,1.9,4.5,0.433,0.428,1.8,2.7,0.6559999999999999,1.3,1.9,3.2,1.0,0.3,0.4,1.4,2.2,5.6,741,11.8,0.494,0.011000000000000001,0.59,12.0,16.3,14.2,10.5,1.2,1.6,19.7,23.4,-0.3,1.1,0.8,0.05,-3.1,-0.2,-3.3,-0.2
155,Greg Kelser\kelsegr01,SF,24,DET,11,0,16.6,3.2,7.8,0.40700000000000003,0.0,0.3,0.0,3.2,7.5,0.42200000000000004,0.40700000000000003,2.5,3.7,0.659,1.2,2.4,3.5,1.1,0.5,0.6,2.0,2.9,8.8,183,10.7,0.466,0.035,0.47700000000000004,7.5,16.1,11.7,9.3,1.3,2.1,17.5,26.9,-0.2,0.2,0.0,-0.006999999999999999,-4.5,-1.4,-5.9,-0.2
155,Greg Kelser\kelsegr01,SF,24,SEA,49,10,11.4,1.7,3.8,0.43799999999999994,0.0,0.0,,1.7,3.8,0.43799999999999994,0.43799999999999994,1.6,2.4,0.655,1.4,1.8,3.1,0.9,0.3,0.3,1.3,2.0,4.9,558,12.2,0.506,0.0,0.643,13.5,16.3,15.0,10.9,1.1,1.4,20.7,22.2,-0.1,0.9,0.8,0.068,-2.7,0.2,-2.5,-0.1
156,Larry Kenon\kenonla01,PF,29,CHI,60,30,17.3,3.2,6.9,0.466,0.0,0.0,,3.2,6.9,0.466,0.466,0.8,1.5,0.568,1.2,1.8,3.0,1.1,0.5,0.1,1.4,1.2,7.2,1036,11.2,0.48100000000000004,0.0,0.214,8.2,11.3,9.9,9.5,1.4,0.4,15.4,21.6,-0.5,0.7,0.2,0.009000000000000001,-2.8,-1.7,-4.5,-0.6
157,Albert King\kingal01,SF,22,NJN,76,52,22.3,5.1,10.7,0.48200000000000004,0.0,0.2,0.231,5.1,10.5,0.486,0.483,1.8,2.3,0.778,1.4,2.7,4.1,1.9,0.8,0.5,2.4,3.4,12.1,1694,13.5,0.517,0.016,0.21100000000000002,6.9,14.0,10.4,12.8,1.8,1.2,16.9,25.1,-0.2,2.6,2.4,0.067,-1.8,0.4,-1.4,0.3
158,Bernard King*\kingbe01,SF,25,GSW,79,77,36.2,9.4,16.5,0.5660000000000001,0.0,0.1,0.2,9.4,16.5,0.568,0.5670000000000001,4.5,6.3,0.705,1.8,4.2,5.9,3.6,1.0,0.3,3.4,3.6,23.2,2861,19.8,0.6,0.004,0.382,5.2,12.8,8.9,14.9,1.3,0.4,14.9,25.3,6.6,2.2,8.7,0.147,3.2,-0.6,2.7,3.4
159,Reggie King\kingre01,SF,24,KCK,80,76,32.6,4.8,9.4,0.509,0.0,0.0,,4.8,9.4,0.509,0.509,2.5,3.6,0.705,2.0,4.5,6.5,2.2,1.1,0.4,1.9,2.8,12.1,2609,13.0,0.551,0.0,0.379,6.8,16.0,11.2,8.7,1.5,0.6,15.0,16.2,2.2,2.5,4.8,0.087,-0.4,1.1,0.7,1.8
