Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
214,Kurt Nimphius\nimphku01,C,23,DAL,63,27,17.2,2.2,4.7,0.461,0.0,0.0,,2.2,4.7,0.461,0.461,1.0,1.7,0.583,1.5,3.2,4.7,1.0,0.3,1.3,0.9,3.0,5.3,1085,12.0,0.489,0.0,0.364,9.4,22.1,15.5,7.7,0.8,4.4,14.0,15.2,0.3,1.2,1.5,0.067,-2.9,1.6,-1.3,0.2
215,Norm Nixon\nixonno01,PG,26,LAL,82,82,36.9,7.7,15.5,0.493,0.0,0.1,0.25,7.6,15.4,0.495,0.494,2.2,2.7,0.8079999999999999,0.5,1.7,2.1,8.0,1.6,0.1,2.9,3.2,17.6,3024,15.3,0.525,0.009000000000000001,0.17600000000000002,1.4,4.8,3.2,27.7,2.0,0.1,14.8,21.1,4.2,2.4,6.6,0.10400000000000001,0.5,-1.9,-1.4,0.4
216,Mike O'Koren\okoremi01,SF,23,NJN,80,32,25.2,4.8,9.7,0.49200000000000005,0.1,0.3,0.348,4.7,9.4,0.49700000000000005,0.49700000000000005,1.7,2.4,0.7140000000000001,1.4,2.4,3.8,2.4,1.0,0.2,1.8,2.2,11.4,2018,13.6,0.528,0.03,0.243,6.1,11.0,8.5,13.7,1.9,0.4,14.6,19.9,1.4,2.8,4.1,0.098,-0.5,0.6,0.0,1.0
217,Mark Olberding\olberma01,PF,25,SAS,68,63,30.9,4.9,10.4,0.47200000000000003,0.0,0.2,0.16699999999999998,4.9,10.2,0.478,0.474,4.0,5.0,0.8079999999999999,1.7,4.7,6.5,3.0,0.8,0.4,2.0,3.7,13.8,2098,14.6,0.551,0.017,0.479,6.0,16.4,11.2,12.4,1.3,0.8,14.0,18.8,3.1,2.0,5.1,0.11599999999999999,0.6,0.6,1.2,1.7
218,Jawann Oldham\oldhaja01,C,24,HOU,22,0,5.6,0.6,1.6,0.361,0.0,0.0,,0.6,1.6,0.361,0.361,0.4,0.6,0.5710000000000001,0.3,0.8,1.1,0.1,0.1,0.5,0.3,1.3,1.5,124,6.5,0.40299999999999997,0.0,0.389,6.0,15.7,10.7,3.1,0.8,4.6,12.5,15.9,-0.1,0.1,0.0,0.008,-6.3,0.2,-6.1,-0.1
219,Louis Orr\orrlo01,SF,23,IND,80,41,24.4,4.5,9.0,0.49700000000000005,0.0,0.1,0.125,4.5,8.9,0.501,0.49700000000000005,2.5,3.2,0.799,1.6,2.6,4.1,1.7,0.7,0.3,1.7,2.3,11.5,1951,14.9,0.5529999999999999,0.011000000000000001,0.353,6.9,11.6,9.2,10.5,1.4,0.8,14.2,20.7,2.1,2.1,4.3,0.105,-0.2,-0.1,-0.3,0.8
220,Tom Owens\owensto01,PF,32,IND,74,40,21.6,4.0,8.6,0.47,0.0,0.0,0.5,4.0,8.6,0.47,0.47100000000000003,2.4,3.1,0.8009999999999999,1.9,3.1,5.0,1.7,0.6,0.5,1.9,3.5,10.5,1599,14.9,0.53,0.003,0.355,9.4,16.0,12.6,12.2,1.2,1.3,15.7,22.7,1.1,2.1,3.2,0.095,-0.7,0.2,-0.5,0.6
221,Robert Parish*\parisro01,C,28,BOS,80,78,31.7,8.4,15.4,0.542,0.0,0.0,,8.4,15.4,0.542,0.542,3.2,4.4,0.71,3.6,7.2,10.8,1.8,0.9,2.4,2.8,3.3,19.9,2534,22.6,0.5710000000000001,0.0,0.287,12.8,24.5,18.8,8.4,1.3,4.1,13.7,25.5,5.0,5.1,10.0,0.19,1.9,2.0,3.8,3.7
222,Sonny Parker\parkeso01,SF,26,GSW,71,0,12.7,1.6,3.5,0.473,0.0,0.0,,1.6,3.5,0.473,0.473,0.7,1.0,0.667,1.0,1.5,2.5,1.3,0.5,0.2,0.7,1.4,3.9,899,12.6,0.506,0.0,0.294,8.7,12.8,10.7,12.5,2.1,0.7,15.6,14.7,0.8,0.9,1.6,0.08800000000000001,-0.7,0.9,0.2,0.5
223,Billy Paultz\paultbi01,C,33,HOU,65,3,12.4,1.4,3.5,0.39399999999999996,0.0,0.0,,1.4,3.5,0.39399999999999996,0.39399999999999996,0.5,1.0,0.523,0.8,1.9,2.8,0.6,0.2,0.3,0.7,1.5,3.3,807,7.7,0.41600000000000004,0.0,0.28800000000000003,7.1,17.9,12.3,6.6,0.9,1.5,15.0,15.2,-0.6,0.7,0.1,0.006999999999999999,-4.8,-0.1,-5.0,-0.6
224,Jim Paxson\paxsoji02,SG,24,POR,82,82,33.6,8.1,15.3,0.526,0.1,0.4,0.22899999999999998,8.0,14.9,0.535,0.529,2.7,3.5,0.767,0.9,1.8,2.7,3.4,1.6,0.1,1.8,1.9,18.9,2756,18.0,0.561,0.027999999999999997,0.228,3.1,5.9,4.5,14.8,2.2,0.2,9.4,22.8,5.6,1.8,7.5,0.13,2.4,-1.4,0.9,2.1
225,Sam Pellom\pellosa01,PF,30,ATL,69,4,15.0,1.7,3.6,0.45399999999999996,0.0,0.0,0.0,1.7,3.6,0.456,0.45399999999999996,0.9,1.1,0.772,1.3,2.0,3.3,0.4,0.4,0.7,0.8,2.4,4.2,1037,10.3,0.506,0.004,0.315,9.8,15.2,12.5,3.9,1.4,2.8,16.6,14.3,0.2,1.6,1.8,0.083,-2.9,1.5,-1.4,0.2
226,Roger Phegley\pheglro01,SG,25,TOT,81,9,14.6,2.9,6.3,0.46,0.1,0.4,0.161,2.8,5.9,0.479,0.46399999999999997,1.0,1.3,0.78,0.8,1.1,1.9,1.4,0.4,0.1,0.8,1.9,6.9,1183,13.0,0.501,0.061,0.215,5.5,8.9,7.1,13.7,1.4,0.4,10.6,21.2,1.0,0.6,1.6,0.063,-0.4,-1.9,-2.3,-0.1
226,Roger Phegley\pheglro01,SG,25,CLE,27,8,21.0,3.9,7.9,0.486,0.1,0.5,0.308,3.7,7.4,0.498,0.495,1.3,1.7,0.8,1.0,1.6,2.6,2.0,0.6,0.1,1.2,2.3,9.2,566,13.3,0.53,0.061,0.21,5.3,9.1,7.1,13.9,1.4,0.2,12.4,19.4,0.6,0.1,0.7,0.057999999999999996,0.0,-1.8,-1.8,0.0
226,Roger Phegley\pheglro01,SG,25,SAS,54,1,11.4,2.4,5.4,0.44,0.0,0.3,0.055999999999999994,2.4,5.1,0.465,0.442,0.9,1.2,0.7659999999999999,0.6,0.9,1.5,1.1,0.4,0.1,0.6,1.7,5.7,617,12.8,0.48,0.061,0.218,5.7,8.7,7.2,13.6,1.5,0.5,9.3,22.8,0.4,0.4,0.9,0.067,-0.7,-2.0,-2.7,-0.1
227,Ben Poquette\poquebe01,PF,26,UTA,82,56,20.7,2.7,5.2,0.514,0.0,0.1,0.3,2.6,5.1,0.519,0.518,1.2,1.5,0.8079999999999999,1.4,3.6,5.0,1.1,0.6,0.8,0.8,2.9,6.6,1698,13.1,0.562,0.023,0.28,7.3,18.9,13.0,6.9,1.4,2.1,12.6,13.0,2.2,1.2,3.4,0.096,-0.9,0.6,-0.4,0.7
228,Mark Radford\radfoma01,SG,22,SEA,43,0,8.6,1.3,2.3,0.54,0.0,0.1,0.667,1.2,2.3,0.536,0.55,0.8,1.6,0.507,0.3,0.4,0.7,1.3,0.4,0.0,1.0,1.5,3.4,369,10.3,0.556,0.03,0.69,4.0,4.5,4.3,20.9,2.1,0.3,24.4,19.4,-0.1,0.5,0.4,0.052000000000000005,-2.8,-1.2,-3.9,-0.2
229,Ed Rains\rainsed01,SF,25,SAS,49,15,13.0,1.6,3.6,0.435,0.0,0.0,0.0,1.6,3.6,0.44,0.435,0.8,1.3,0.594,0.8,0.9,1.6,0.8,0.4,0.0,0.5,1.5,3.9,637,8.2,0.46799999999999997,0.011000000000000001,0.36200000000000004,6.2,7.2,6.7,7.7,1.3,0.2,10.9,14.4,0.2,0.4,0.6,0.043,-2.1,-1.0,-3.1,-0.2
230,Kurt Rambis\rambiku01,PF,23,LAL,64,43,17.7,1.8,3.6,0.518,0.0,0.0,0.0,1.8,3.5,0.52,0.518,0.9,1.8,0.504,1.8,3.6,5.4,0.9,0.9,1.2,1.2,2.6,4.6,1131,12.8,0.528,0.004,0.513,11.6,21.5,16.8,5.6,2.5,3.6,21.6,12.5,0.3,2.1,2.3,0.1,-2.1,3.3,1.2,0.9
231,Kelvin Ransey\ranseke01,PG,23,POR,78,68,31.0,6.5,14.0,0.46,0.0,0.5,0.079,6.4,13.6,0.474,0.462,3.1,4.1,0.7609999999999999,0.5,1.9,2.4,7.1,1.2,0.1,2.9,2.2,16.1,2418,16.5,0.507,0.035,0.29,1.8,6.7,4.3,32.4,1.9,0.1,15.6,24.9,2.2,1.5,3.7,0.073,0.6,-2.4,-1.8,0.1
232,James Ray\rayja01,PF,24,DEN,40,4,6.6,1.3,2.9,0.44,0.0,0.0,1.0,1.3,2.9,0.435,0.444,0.5,0.9,0.583,0.5,1.2,1.6,0.7,0.3,0.4,0.9,1.5,3.1,262,10.2,0.47,0.009000000000000001,0.31,7.6,18.7,13.3,12.3,1.7,3.1,21.9,24.5,-0.5,0.2,-0.3,-0.051,-4.8,-0.8,-5.6,-0.2
233,Robert Reid\reidro01,SF,26,HOU,77,75,37.8,5.7,12.4,0.456,0.0,0.1,0.1,5.7,12.3,0.46,0.457,2.1,2.8,0.748,2.3,4.4,6.6,4.1,1.5,0.6,2.0,3.9,13.4,2913,13.3,0.49200000000000005,0.01,0.223,6.4,13.2,9.7,14.7,1.9,0.9,13.0,17.0,2.5,2.7,5.2,0.086,0.3,1.6,1.9,2.9
234,Kevin Restani\restake01,PF,30,TOT,47,0,10.3,0.7,1.9,0.364,0.0,0.0,0.0,0.7,1.8,0.37200000000000005,0.364,0.2,0.3,0.625,0.8,1.6,2.4,0.5,0.2,0.2,0.4,1.2,1.6,483,6.4,0.389,0.023,0.182,8.6,17.4,12.9,5.6,1.1,1.3,17.4,9.7,-0.3,0.3,0.0,0.005,-4.6,0.5,-4.1,-0.3
234,Kevin Restani\restake01,PF,30,SAS,13,0,11.2,0.7,2.2,0.321,0.0,0.1,0.0,0.7,2.1,0.33299999999999996,0.321,0.2,0.3,0.75,0.6,2.1,2.7,0.5,0.1,0.3,0.5,1.2,1.6,145,4.8,0.353,0.036000000000000004,0.14300000000000002,5.9,19.9,12.9,5.5,0.3,1.5,16.8,9.8,-0.1,0.1,0.0,-0.002,-5.8,0.5,-5.3,-0.1
234,Kevin Restani\restake01,PF,30,CLE,34,0,9.9,0.7,1.8,0.38299999999999995,0.0,0.0,0.0,0.7,1.7,0.39,0.38299999999999995,0.2,0.4,0.583,0.9,1.4,2.3,0.4,0.3,0.2,0.4,1.2,1.6,338,7.1,0.406,0.017,0.2,9.8,16.4,12.9,5.6,1.4,1.2,17.7,9.7,-0.1,0.2,0.1,0.008,-4.2,0.5,-3.6,-0.1
235,Clint Richardson\richacl01,SG,25,PHI,77,0,13.5,1.8,4.0,0.452,0.0,0.0,1.0,1.8,4.0,0.44799999999999995,0.455,0.9,1.1,0.784,0.7,0.8,1.5,1.4,0.5,0.1,1.0,1.4,4.6,1040,9.8,0.503,0.006,0.284,6.2,6.5,6.4,13.5,1.7,0.5,18.5,17.1,0.1,1.0,1.0,0.048,-2.2,-0.6,-2.9,-0.2
236,Micheal Ray Richardson\richami01,PG,26,NYK,82,79,37.1,7.5,16.4,0.461,0.2,1.2,0.188,7.3,15.1,0.483,0.46799999999999997,2.6,3.7,0.7,2.2,4.7,6.9,7.0,2.6,0.5,3.5,3.9,17.9,3044,17.7,0.498,0.075,0.226,6.5,14.9,10.6,27.4,3.4,0.8,16.5,23.9,1.6,3.8,5.5,0.086,1.9,2.1,4.1,4.6
237,Rick Robey\robeyri01,C,26,BOS,80,4,14.8,2.3,4.7,0.493,0.0,0.0,0.0,2.3,4.7,0.496,0.493,1.1,2.0,0.535,1.4,2.3,3.7,0.9,0.3,0.2,1.2,2.3,5.7,1186,11.0,0.511,0.005,0.419,10.9,16.4,13.7,7.5,1.1,0.6,17.2,18.1,0.3,1.6,1.9,0.076,-1.8,-0.1,-1.9,0.0
238,Cliff Robinson\robincl01,PF,21,TOT,68,59,32.0,7.6,16.8,0.45299999999999996,0.0,0.1,0.0,7.6,16.8,0.455,0.45299999999999996,3.3,4.6,0.7090000000000001,2.6,6.4,9.0,1.8,1.3,1.5,2.2,3.3,18.5,2175,18.3,0.491,0.003,0.27399999999999997,8.6,23.5,15.8,8.5,1.9,2.7,10.4,26.9,0.7,2.8,3.5,0.077,-1.0,0.4,-0.6,0.8
238,Cliff Robinson\robincl01,PF,21,KCK,38,30,32.3,8.5,18.6,0.455,0.0,0.1,0.0,8.5,18.6,0.457,0.455,3.3,4.7,0.6940000000000001,2.2,6.3,8.5,1.9,1.2,1.6,2.3,3.2,20.2,1229,18.5,0.488,0.004,0.254,7.4,22.4,14.7,9.0,1.8,2.8,9.8,29.0,0.1,1.8,1.9,0.07400000000000001,-1.2,0.3,-0.9,0.3
238,Cliff Robinson\robincl01,PF,21,CLE,30,29,31.5,6.5,14.5,0.451,0.0,0.0,0.0,6.5,14.5,0.452,0.451,3.2,4.4,0.7290000000000001,3.0,6.5,9.6,1.6,1.4,1.4,2.1,3.4,16.3,946,18.1,0.495,0.002,0.306,10.2,24.9,17.1,7.9,2.1,2.6,11.3,24.2,0.5,1.0,1.6,0.08,-0.8,0.6,-0.2,0.4
239,Jackie Robinson\robinja01,SF,26,CHI,3,0,9.7,1.0,3.0,0.33299999999999996,0.0,0.0,,1.0,3.0,0.33299999999999996,0.33299999999999996,1.3,1.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.3,29,8.0,0.465,0.0,0.444,12.3,0.0,5.9,0.0,0.0,0.0,8.5,17.0,0.0,0.0,0.0,0.037000000000000005,-3.4,-6.3,-9.8,-0.1
240,Truck Robinson\robintr01,PF,30,PHO,74,72,37.1,7.8,15.2,0.513,0.0,0.0,1.0,7.8,15.2,0.513,0.514,3.4,5.0,0.687,2.7,7.0,9.7,2.4,0.6,0.4,2.7,2.9,19.1,2745,16.1,0.5479999999999999,0.001,0.32899999999999996,8.4,20.4,14.5,9.7,0.7,0.6,13.5,22.4,2.9,4.0,6.9,0.121,-0.1,0.0,-0.2,1.3
241,Bill Robinzine\robinbi01,PF,29,UTA,56,9,11.6,2.3,5.3,0.446,0.0,0.0,,2.3,5.3,0.446,0.446,1.1,1.3,0.813,1.0,1.6,2.6,0.9,0.7,0.1,1.5,2.8,5.8,651,11.3,0.494,0.0,0.255,9.1,14.8,11.9,10.3,2.6,0.4,20.2,25.2,-0.7,0.5,-0.2,-0.013000000000000001,-3.3,-1.4,-4.7,-0.4
242,Dave Robisch\robisda01,C,32,DEN,12,0,21.4,4.0,8.8,0.45299999999999996,0.0,0.0,,4.0,8.8,0.45299999999999996,0.45299999999999996,4.0,4.6,0.873,1.2,4.1,5.3,2.7,0.3,0.3,1.1,2.4,12.0,257,17.9,0.5529999999999999,0.0,0.519,6.0,19.9,13.1,15.2,0.5,0.8,9.1,21.2,0.7,0.1,0.7,0.139,1.1,-2.4,-1.3,0.0
243,John Roche\rochejo01,SG,32,DEN,39,2,12.8,1.7,3.8,0.45299999999999996,0.6,1.3,0.442,1.2,2.5,0.45899999999999996,0.53,0.7,1.0,0.737,0.1,0.5,0.6,2.3,0.4,0.1,0.7,1.0,4.8,501,11.8,0.561,0.34700000000000003,0.253,0.9,4.0,2.5,20.5,1.3,0.2,14.8,14.8,0.7,-0.1,0.6,0.061,0.4,-4.7,-4.3,-0.3
244,Tree Rollins\rollitr01,C,26,ATL,79,39,25.5,2.6,4.4,0.584,0.0,0.0,,2.6,4.4,0.584,0.584,1.0,1.6,0.612,2.1,5.6,7.7,0.7,0.4,2.8,1.0,3.6,6.1,2018,14.7,0.6,0.0,0.373,9.4,24.9,17.1,4.1,0.9,6.8,16.4,10.4,2.2,4.2,6.4,0.153,-1.8,4.9,3.1,2.6
245,Lorenzo Romar\romarlo01,PG,23,GSW,79,11,15.9,2.6,5.1,0.504,0.0,0.2,0.2,2.5,4.9,0.515,0.507,1.0,1.2,0.823,0.2,1.1,1.2,2.9,0.8,0.2,1.1,1.3,6.2,1259,14.6,0.5479999999999999,0.037000000000000005,0.23800000000000002,1.0,7.6,4.2,23.6,2.3,0.6,16.7,17.1,1.6,1.0,2.7,0.10099999999999999,-0.6,-1.1,-1.7,0.1
246,Dan Roundfield\roundda01,PF,28,ATL,61,58,36.3,7.0,14.9,0.466,0.0,0.1,0.2,6.9,14.8,0.467,0.466,4.7,6.1,0.76,3.7,8.1,11.8,2.7,1.0,1.5,3.0,3.4,18.6,2217,19.5,0.527,0.005,0.41200000000000003,11.6,25.3,18.4,11.9,1.5,2.6,14.5,24.6,2.4,4.1,6.5,0.141,0.8,2.5,3.3,2.9
247,Jeff Ruland\rulanje01,C,23,WSB,82,0,27.0,5.1,9.1,0.561,0.0,0.0,0.33299999999999996,5.1,9.1,0.562,0.561,4.2,5.5,0.752,3.1,6.2,9.3,1.6,0.5,0.7,2.9,3.9,14.4,2214,18.8,0.623,0.004,0.607,12.7,24.7,18.8,9.1,1.0,1.5,20.0,22.4,3.7,4.1,7.8,0.17,1.0,1.5,2.6,2.6
248,Campy Russell\russeca02,SF,30,NYK,77,63,30.6,5.3,11.1,0.478,0.3,0.7,0.439,5.0,10.4,0.48100000000000004,0.49200000000000005,3.0,3.8,0.7759999999999999,1.1,1.9,3.1,3.7,1.0,0.2,2.5,2.9,13.9,2358,13.3,0.5429999999999999,0.066,0.34299999999999997,4.1,7.4,5.7,16.9,1.6,0.3,16.5,20.7,2.0,1.2,3.2,0.066,0.1,-1.3,-1.1,0.5
249,DeWayne Scales\scalede01,PF,23,NYK,3,0,8.0,0.3,1.7,0.2,0.0,0.0,,0.3,1.7,0.2,0.2,0.3,0.7,0.5,0.7,1.0,1.7,0.0,0.3,0.3,0.7,1.0,1.0,24,1.0,0.255,0.0,0.4,9.4,14.6,11.9,0.0,2.0,2.4,25.4,13.5,-0.1,0.0,-0.1,-0.11599999999999999,-10.4,-1.6,-12.0,-0.1
250,Danny Schayes\schayda01,C,22,UTA,82,20,19.8,3.1,6.4,0.48100000000000004,0.0,0.0,0.0,3.1,6.4,0.48200000000000004,0.48100000000000004,1.7,2.3,0.757,1.6,3.6,5.2,1.8,0.6,0.9,1.8,3.6,7.9,1623,13.2,0.532,0.002,0.353,8.5,20.0,14.1,11.6,1.3,2.4,20.0,18.7,0.4,1.3,1.7,0.05,-1.9,0.5,-1.5,0.2
251,Alvin Scott\scottal01,SF,26,PHO,81,38,21.5,2.3,4.7,0.49700000000000005,0.0,0.0,0.0,2.3,4.7,0.5,0.49700000000000005,1.3,1.8,0.73,1.2,2.4,3.6,1.8,0.7,0.9,1.2,2.1,6.0,1740,11.7,0.546,0.005,0.389,6.3,12.2,9.4,11.0,1.6,2.3,18.0,12.9,1.2,2.7,3.8,0.106,-1.8,2.2,0.4,1.0
252,Craig Shelton\sheltcr01,SF,24,ATL,4,0,5.3,0.5,1.5,0.33299999999999996,0.0,0.0,,0.5,1.5,0.33299999999999996,0.33299999999999996,0.3,0.5,0.5,0.3,0.5,0.8,0.0,0.3,0.0,0.0,0.8,1.3,21,5.8,0.363,0.0,0.33299999999999996,5.4,10.8,8.1,0.0,2.4,0.0,0.0,14.2,0.0,0.0,0.0,0.034,-6.1,-2.4,-8.5,0.0
253,Lonnie Shelton\sheltlo01,PF,26,SEA,81,81,32.9,6.3,12.9,0.486,0.0,0.1,0.0,6.3,12.8,0.489,0.486,2.3,3.0,0.7829999999999999,2.0,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,2667,14.2,0.523,0.008,0.22899999999999998,6.8,13.7,10.4,13.6,1.8,0.9,14.7,21.0,1.6,4.3,5.8,0.105,-0.3,1.5,1.2,2.2
254,Purvis Short\shortpu01,SF,24,GSW,76,8,23.4,6.0,12.3,0.488,0.1,0.4,0.214,5.9,11.9,0.496,0.491,2.3,2.9,0.8009999999999999,1.6,1.9,3.5,2.8,0.9,0.1,1.6,2.9,14.4,1782,18.8,0.53,0.03,0.23600000000000002,7.4,8.9,8.1,17.6,1.7,0.3,10.6,26.1,3.7,1.3,5.0,0.135,2.6,-1.4,1.2,1.4
255,Jerry Sichting\sichtje01,PG,25,IND,51,0,15.7,1.8,3.8,0.469,0.0,0.2,0.111,1.8,3.6,0.486,0.47200000000000003,0.6,0.7,0.763,0.3,0.8,1.1,2.3,0.6,0.0,0.8,1.2,4.2,800,10.2,0.503,0.046,0.196,1.9,5.7,3.7,20.1,2.0,0.1,16.6,13.2,0.3,0.8,1.1,0.064,-2.7,-0.9,-3.5,-0.3
256,Jack Sikma\sikmaja01,C,26,SEA,82,82,37.2,7.1,14.8,0.479,0.0,0.2,0.154,7.1,14.6,0.483,0.48,5.5,6.4,0.855,2.7,9.9,12.7,3.4,1.2,1.3,2.6,3.3,19.6,3049,20.6,0.5589999999999999,0.011000000000000001,0.43200000000000005,8.2,28.0,18.5,13.1,1.6,1.9,12.9,22.5,5.9,6.7,12.6,0.19899999999999998,1.1,2.9,4.1,4.7
257,James Silas\silasja01,SG,32,CLE,67,34,21.6,3.7,8.6,0.43799999999999994,0.0,0.1,0.0,3.7,8.5,0.442,0.43799999999999994,3.7,4.3,0.86,0.4,1.2,1.6,3.3,0.6,0.1,1.6,1.6,11.2,1447,15.7,0.535,0.009000000000000001,0.499,1.9,6.9,4.3,22.4,1.3,0.2,13.3,22.9,2.2,0.2,2.4,0.078,0.2,-3.1,-2.8,-0.3
258,Jim Smith\smithji01,PF,23,SDC,72,3,11.9,1.2,2.3,0.509,0.0,0.0,,1.2,2.3,0.509,0.509,0.5,1.2,0.45899999999999996,1.0,1.5,2.5,0.6,0.3,0.7,0.7,2.6,2.9,858,9.2,0.511,0.0,0.503,9.7,15.7,12.6,6.7,1.2,3.4,18.5,12.0,0.2,0.4,0.6,0.034,-2.3,0.6,-1.7,0.1
259,Larry Smith\smithla01,PF,24,GSW,74,55,29.9,3.0,5.6,0.534,0.0,0.0,0.0,3.0,5.6,0.535,0.534,1.2,2.1,0.5529999999999999,3.8,7.2,11.0,1.1,0.9,0.7,1.4,3.9,7.1,2213,12.8,0.5479999999999999,0.002,0.386,13.5,26.8,20.0,4.6,1.4,1.4,17.9,10.7,2.3,3.0,5.2,0.113,-0.5,1.9,1.4,1.9
260,Phil Smith\smithph01,SG,29,TOT,74,41,27.6,4.6,10.3,0.447,0.1,0.4,0.185,4.5,9.9,0.456,0.45,2.2,3.0,0.731,0.7,1.8,2.5,4.1,0.9,0.4,2.1,2.9,11.5,2042,12.2,0.494,0.035,0.293,2.9,7.6,5.2,20.7,1.6,0.7,15.3,20.3,0.8,0.8,1.6,0.037000000000000005,-1.2,-1.6,-2.8,-0.4
260,Phil Smith\smithph01,SG,29,SDC,48,39,30.1,5.3,12.0,0.44,0.1,0.5,0.20800000000000002,5.2,11.5,0.45,0.444,2.6,3.5,0.732,0.7,1.7,2.4,4.9,0.9,0.4,2.4,3.1,13.2,1446,12.4,0.489,0.042,0.292,2.7,7.0,4.8,22.3,1.5,0.7,15.2,21.5,0.6,0.0,0.5,0.017,-0.9,-2.5,-3.3,-0.5
260,Phil Smith\smithph01,SG,29,SEA,26,2,22.9,3.3,7.2,0.46799999999999997,0.0,0.1,0.0,3.3,7.0,0.475,0.46799999999999997,1.5,2.1,0.727,0.7,2.0,2.7,2.8,0.8,0.3,1.5,2.4,8.2,596,11.5,0.509,0.016,0.29600000000000004,3.2,9.1,6.3,16.8,1.8,0.7,15.7,17.3,0.2,0.8,1.0,0.083,-2.0,0.6,-1.5,0.1
261,Randy Smith\smithra01,SG,33,NYK,82,40,24.8,4.2,9.1,0.465,0.0,0.1,0.273,4.2,9.0,0.46799999999999997,0.467,1.5,1.8,0.8079999999999999,0.6,1.2,1.9,3.1,1.1,0.0,1.5,2.4,10.0,2033,12.2,0.504,0.015,0.20199999999999999,2.9,5.9,4.4,17.5,2.2,0.0,13.2,19.0,1.2,1.2,2.4,0.057999999999999996,-1.0,-1.4,-2.4,-0.2
262,Robert Smith\smithro01,PG,26,MIL,17,1,18.6,3.1,6.5,0.473,0.1,0.6,0.2,2.9,5.9,0.5,0.48200000000000004,0.6,0.7,0.833,0.1,0.8,0.8,2.6,0.6,0.1,0.8,2.1,6.8,316,10.6,0.503,0.091,0.109,0.4,4.5,2.5,19.1,1.5,0.2,10.8,16.8,0.3,0.3,0.6,0.096,-2.0,-2.5,-4.5,-0.2
263,Ricky Sobers\soberri01,SG,29,CHI,80,6,24.2,4.5,10.0,0.45299999999999996,0.2,1.0,0.25,4.3,9.1,0.474,0.465,2.4,3.2,0.768,0.5,1.3,1.8,3.8,0.9,0.2,2.7,3.0,11.8,1938,12.2,0.515,0.095,0.317,2.3,5.9,4.2,23.5,1.8,0.5,19.2,24.4,-0.2,1.2,1.0,0.024,-1.5,-2.4,-3.9,-0.9
264,Jim Spanarkel\spanaji01,SG,24,DAL,82,1,21.4,3.3,6.9,0.479,0.1,0.3,0.33299999999999996,3.2,6.6,0.485,0.486,3.4,4.0,0.853,1.2,1.4,2.6,2.5,1.0,0.1,1.4,1.7,10.1,1755,17.2,0.584,0.043,0.58,6.2,7.5,6.8,16.6,2.4,0.3,13.6,19.2,4.1,1.1,5.2,0.142,2.1,-0.7,1.4,1.5
265,Rory Sparrow\sparrro01,PG,23,ATL,82,82,31.8,4.5,8.9,0.501,0.0,0.2,0.067,4.5,8.7,0.51,0.502,1.5,1.8,0.838,0.6,2.1,2.7,5.2,1.1,0.2,1.8,2.9,10.5,2610,13.0,0.539,0.021,0.203,2.3,7.4,4.9,24.4,1.7,0.3,15.4,15.6,2.9,2.7,5.6,0.10400000000000001,0.2,0.1,0.3,1.5
266,Larry Spriggs\sprigla01,SF,22,HOU,4,0,9.3,1.8,2.8,0.636,0.0,0.0,,1.8,2.8,0.636,0.636,0.0,0.5,0.0,0.5,1.0,1.5,1.0,0.5,0.0,1.0,1.8,3.5,37,11.7,0.589,0.0,0.182,5.8,12.4,9.0,15.5,2.7,0.0,25.2,17.6,0.0,0.0,0.0,0.037000000000000005,-1.7,0.0,-1.7,0.0
267,Kevin Stacom\stacoke01,SG,30,MIL,7,0,12.9,2.0,4.9,0.41200000000000003,0.1,0.3,0.5,1.9,4.6,0.406,0.426,0.1,0.3,0.5,0.3,0.7,1.0,1.0,0.1,0.0,1.3,0.9,4.3,90,4.0,0.43,0.059000000000000004,0.059000000000000004,2.6,6.1,4.5,10.5,0.5,0.0,20.5,20.1,-0.2,0.1,-0.1,-0.06,-6.9,-2.8,-9.6,-0.2
268,Brian Taylor\taylobr01,PG,30,SDC,41,40,31.1,4.0,8.0,0.503,0.6,1.5,0.365,3.5,6.5,0.536,0.5379999999999999,2.2,2.7,0.818,0.6,1.7,2.3,5.6,1.1,0.2,2.0,2.8,10.8,1274,13.7,0.588,0.192,0.335,2.4,6.7,4.5,23.4,1.7,0.4,17.9,14.7,2.3,0.0,2.3,0.085,1.3,-2.1,-0.8,0.4
269,Carlos Terry\terryca01,SG,25,WSB,13,0,4.6,0.2,1.2,0.2,0.0,0.2,0.0,0.2,0.9,0.25,0.2,0.2,0.3,0.75,0.4,0.5,0.9,0.6,0.2,0.1,0.4,1.2,0.7,60,3.1,0.268,0.2,0.267,9.3,12.5,10.9,16.5,2.4,0.9,23.0,15.2,-0.2,0.1,-0.1,-0.048,-6.1,2.4,-3.7,0.0
